注意事项,#genre#
「山西」吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8?zshanxd
「山西」晋中新闻,http://jzlive.jztvnews.com:83/live/mountforts/jzzh.m3u8?zshanxd
「山西」晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd
「山西」灵石新闻综合,https://live-stream.lsxrmtzx.com/live/video.m3u8?zshanxd
「山西」潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8?zshanxd
「山西」襄汾综合,http://7sycrzf7.live.sxmty.com/live/hls/da9222d15ce7491d85fe3519e5201df5/af161dfd2a434b22b3b75fdd72fb9038-1.m3u8?zshanxd
「山西」襄垣电视,http://video.xyxrmt.com/lsdream/2MAgsgb/1000/live.m3u8?zshanxd
「山西」运城公共频道,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8?zshanxd
「山西」运城科技教育,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?zshanxd
「山西」运城新闻综合,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8?zshanxd
「上海」崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8?zshangd
「上海」嘉定电视台,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8?zshangd
「四川」滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8?ztianjd
「四川」滨海影院,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8?ztianjd
「四川」滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8?ztianjd
「四川」德阳新闻综合,http://scdytv.cn:1935/live/mxwpdlivevideo/playlist.m3u8?zsicd
「四川」甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd
「四川」金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
「四川」康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?zsicd
「四川」乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8?zsicd
「四川」乐至综合,http://175.155.106.72:89/live1/live1.m3u8?zsicd
「四川」利州综合,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv?zsicd
「四川」利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
「四川」泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
「四川」马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8?zsicd
「四川」眉山公共,http://live2.scmstv.cn/ggpd/sd/live.m3u8?zsicd
「四川」蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd800K.m3u8?zsicd
「四川」青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd
「四川」什邡新闻频道,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
「四川」松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
「四川」万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8?zsicd
「四川」汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd
「四川」西青新闻综合,http://221.238.209.44:81/hls/live1.m3u8?ztianjd
「四川」小金综合,http://xjlive.xjsc.gov.cn:8091/live/xwpd.m3u8?zsicd
「四川」叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
「四川」营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
「四川」长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
「新疆」兵团八师石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8?zxinjd
「新疆」兵团八师石河子经济生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8?zxinjd
「新疆」兵团八师石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8?zxinjd
「新疆」兵团十三师新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8?zxinjd
「新疆」兵团十四师昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8?zxinjd
「新疆」兵团四师可克达拉综合,http://test5.btzx.com.cn/live/kkdl.stream/playlist.m3u8?zxinjd
「新疆」哈密二套,http://stream.hmgbtv.com/hm2/hd/live.m3u8?zxinjd
「新疆」哈密三套,http://stream.hmgbtv.com/hm3/hd/live.m3u8?zxinjd
「新疆」哈密一套,http://stream.hmgbtv.com/hm1/hd/live.m3u8?zxinjd
「新疆」玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
「新疆」伊犁哈萨克,http://110.153.180.106:55555/out3/index.m3u8?zxinjd
「新疆」伊犁汉语综合,http://110.153.180.106:55555/out1/index.m3u8?zxinjd
「新疆」伊犁经济法制,http://110.153.180.106:55555/out4/index.m3u8?zxinjd
「新疆」伊犁维吾尔,http://110.153.180.106:55555/out2/index.m3u8?zxinjd
「新疆」裕民哈语,http://117.190.130.4:8081/out2/index.m3u8?zxinjd
「新疆」裕民汉语,http://117.190.130.4:8081/out1/index.m3u8?zxinjd
「云南」良综合,http://livebroadcast.ccwb.cn/live/w1606370492402991.m3u8?zyund
「云南」麻栗坡电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8?zyund
「云南」文山州公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8?zyund
「云南」文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
「云南」西双版纳公共,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8?zyund
「云南」西双版纳综合,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8?zyund
「云南」新平综合,http://livebroadcast.ccwb.cn/live/w1615257519790969.m3u8?zyund
「浙江」苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8?zzhed
「浙江」德清文化生活,http://live.yingxi.tv/channel2/sd/live.m3u8?zzhed
「浙江」德清新闻综合,http://live.yingxi.tv/channel1/sd/live.m3u8?zzhed
「浙江」海宁生活服务,http://live.hndachao.cn/shfw/sd/live.m3u8?zzhed
「浙江」海宁新闻综合,http://live.hndachao.cn/xwzh/sd/live.m3u8?zzhed
「浙江」缙云综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed
「浙江」开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8?zzhed
「浙江」开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8?zzhed
「浙江」兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
「浙江」龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed
「浙江」龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8?zzhed
「浙江」龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed
「浙江」宁波-象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
「浙江」宁波-余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
「浙江」平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
「浙江」平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
「浙江」普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
「浙江」庆元综合频道,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?zzhed
「浙江」衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed
「浙江」上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
「浙江」上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
「浙江」上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
「浙江」绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
「浙江」绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
「浙江」绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
「浙江」嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
「浙江」松阳综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed
「浙江」遂昌综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?zzhed
「浙江」田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
「浙江」文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed
「浙江」萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
「浙江」萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
「浙江」永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
「浙江」余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
「浙江」余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
「浙江」云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed
「浙江」舟山公共生活,http://live1.plus.wifizs.cn/ggsh/sd/live.m3u8?zzhed
「浙江」舟山新闻综合,http://live1.plus.wifizs.cn/xwzh/sd/live.m3u8?zzhed
「浙江」诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
地方电视台,#genre#
浙江❤️钱江频道,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江❤️新闻频道,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江❤️新闻频道,http://ali-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江❤️教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江❤️教科影视,http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江❤️之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江❤️经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江❤️经济生活,http://ali-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江❤️民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江❤️民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江❤️少儿频道,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江❤️国际频道,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
赣州新闻,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396qlive172526329228525.m3u8
赣州公共,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396qlive172526334096251.m3u8
赣州教育,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396qlive172526335287668.m3u8
抚州公共,http://tv.live.fgtxnews.com/fztv/gonggong.m3u8
抚州综合,http://tv.live.fgtxnews.com/fztv/zonghe.m3u8
抚州综合,http://play-live-hls.jxtvcn.com.cn/live/tvfuzhou.m3u8
抚州综合,http://play-live-hls.jxtvcn.com.cn/live/tvfuzhou.flv
抚州综合,rtmp://play-live-hls.jxtvcn.com.cn/live/tvfuzhou
抚州综合,http://play-live-hls.jxtvcn.com.cn/live-city/tvfuzhou.m3u8
南昌都市,http://nctv.top/IDOEPpiryt/nctv.php?id=ncds
南昌资讯,http://nctv.top/IDOEPpiryt/nctv.php?id=nczx
南昌新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tvnanchang.m3u8
南昌新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tvnanchang.flv
南昌新闻综合,rtmp://play-live-hls.jxtvcn.com.cn/live/tvnanchang
南昌新闻综合,http://play-live-hls.jxtvcn.com.cn/live-city/tvnanchang.m3u8
九江新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tvjiujiang.m3u8
九江新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tvjiujiang.flv
九江新闻综合,http://play-live-hls.jxtvcn.com.cn/live-city/tvjiujiang.m3u8
上饶新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tvshangrao.m3u8
上饶新闻综合,http://play-live-hls.jxtvcn.com.cn/live/tvshangrao.flv
上饶新闻综合,rtmp://play-live-hls.jxtvcn.com.cn/live/tvshangrao
萍乡公共频道,http://117.169.95.173:8099/hls-live/livepkgr/definst/pxitvevent/pxtv3stream.m3u8
宜春综合频道,https://live-yc.newsyc.com/wetef/sd/live.m3u8
宜春公共频道,https://live-yc.newsyc.com/two/sd/live.m3u8
定南综合频道,http://zhibo.jxxw.com.cn/live/chingytv.m3u8?txSecret=7d9f0a4680022a48521b10ac449d7f05&txTime=6A1BF750
南康综合频道,http://zhibo.jxxw.com.cn/live/NKDST.m3u8?txSecret=21ec65635f3ba3c0aea94a430e6acf9e&txTime=ce703de3
上犹综合频道,http://zhibo.jxxw.com.cn/live/shangytv.m3u8?txSecret=4f9e7f5fcfe547ad51992f5ef0e4aadf&txTime=69F30AD9
信丰综合频道,http://zhibo.jxxw.com.cn/live/dingntv.m3u8?txSecret=343ddfceeecd29f43c7d7eb36fabfa39&txTime=69F30A3F
德兴新闻综合,http://218.64.164.152:5021/livehls/2/playlist.m3u8
玉山新闻综合,http://zhibo.jxxw.com.cn/live/731.m3u8?txSecret=bf241b8203b43d072901d52158348bbd&txTime=768502ee
崇仁综合频道,http://zhibo.jxxw.com.cn/live/chongrtv.m3u8?txSecret=0888cc0a0492280b6ba6c551cb40e6db&txTime=69F30AD9
东乡区综合频道,http://zhibo.jxxw.com.cn/live/dongxtv.m3u8?txSecret=f6fa6e2ad5a6ac2fa3acf1a6ea2280a0&txTime=69F30A71
遂川综合频道,http://zhibo.jxxw.com.cn/live/suictv.m3u8?txSecret=503246d22e9f803743d8f64cdd8ec303&txTime=69F2AD12
景德镇新闻综合,http://play-live-hls.jxtvcn.com.cn/live-city/tvjingdezhen.m3u8
吉安综合,http://play-live-hls.jxtvcn.com.cn/live-city/tvjian.m3u8
鹰潭综合,http://play-live-hls.jxtvcn.com.cn/live-city/tvyingtan.m3u8
宜春综合,http://play-live-hls.jxtvcn.com.cn/live-city/tvyichun.m3u8
新余新闻综合,http://play-live-hls.jxtvcn.com.cn/live-city/tvxinyu.m3u8
瑞金综合,http://zhibo.jxxw.com.cn/live/ruijintv2.m3u8?txSecret=0ff179c6fd3b5788a37dbd396aa7235c&txTime=68ca1364
龙南综合,https://play-hsbj.vzan.com/slowlive/514115730916142429/live.m3u8
广西卫视,http://180.140.115.220:50085/hls/19/index.m3u8
广西新闻,http://180.140.115.220:50085/hls/20/index.m3u8
广西影视,http://180.140.115.220:50085/hls/21/index.m3u8
广西旅游,http://180.140.115.220:50085/hls/22/index.m3u8
南宁新闻综合,https://hls.nntv.cn/nnlive/XWZH24.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/WLSH24.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/YSYL244.m3u8
南宁公共,http://hls.nntv.cn/nnlive/GGPD24.m3u8
隆安电视台,https://hls.nntv.cn/nnlive/LATV24.m3u8
贺州电视台综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
都市剧场,http://183.239.236.91:8088/hls/127/index.m3u8
电视剧,http://183.239.236.91:8088/hls/14/index.m3u8
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/playlist.m3u8
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/tvzb/live.m3u8
厦门一套,https://live1b.kxm.xmtv.cn/xm1bf/playlist.m3u8
厦门一套,https://live1b.kxm.xmtv.cn/xm1bf/tvzb/live.m3u8
厦门二套,https://live1b.kxm.xmtv.cn/xm2bf/playlist.m3u8
厦门二套,https://live1b.kxm.xmtv.cn/xm2bf/tvzb/live.m3u8
厦门六套,https://live1b.kxm.xmtv.cn/xmyidongbf1b/playlist.m3u8
厦门六套,https://live1b.kxm.xmtv.cn/xmyidongbf1b/tvzb/live.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
四川文化,http://112.44.232.224:55080/hls/26/index.m3u8
四川文化,http://183.221.92.176:50080/hls/19/index.m3u8
四川新闻,http://112.44.232.224:55080/hls/27/index.m3u8
四川新闻,http://183.221.92.176:50080/hls/17/index.m3u8
四川影视,http://112.44.232.224:55080/hls/28/index.m3u8
四川科教,http://112.44.232.224:55080/hls/29/index.m3u8
四川乡村,http://112.44.232.224:55080/hls/30/index.m3u8
四川电影,http://112.44.232.224:55080/hls/31/index.m3u8
四川电影,http://183.221.92.176:50080/hls/20/index.m3u8
四川卫视,http://183.221.92.176:50080/hls/16/index.m3u8
四川经济,http://183.221.92.176:50080/hls/18/index.m3u8
成都1,http://183.221.92.176:50080/hls/21/index.m3u8
成都2,http://183.221.92.176:50080/hls/22/index.m3u8
黑龙江文体,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888890/224/3221226239/index.m3u8
黑龙江科教,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888890/224/3221226242/index.m3u8
黑龙江影视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888890/224/3221226298/index.m3u8
黑龙江都市,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888890/224/3221226301/index.m3u8
黑龙江少儿,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888890/224/3221226304/index.m3u8
广东.广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=8bbeb12695d86519495fa007c5306f8c&txTime=18f10c39f0b
广东.广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广东.广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=faa9f2b72008b765d614ff1af7ba5552&txTime=18f10c20646
广东.广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广东.广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=e4d274282058ee9a5c53a159dc547504&txTime=18f10ba3e69
广东.广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广东.广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=5d954c019b5f3b0c562e98c44be7c04d&txTime=18f10bf2efe
广东.广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广东.广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广东.东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2800/index.m3u8
广东.东莞新闻综合,https://stream.sun0769.com/dgrtv1/mp4tv1800/index.m3u8
广东.河源综合台,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
广东.广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8
广东.南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广东.番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmplivedemo.flv
广东.佛山综合频道,http://php.jdshipin.com:8880/fstv.php?id=fszh
广东.佛山影视频道,http://php.jdshipin.com:8880/fstv.php?id=fsys
广东.佛山公共频道,http://php.jdshipin.com:8880/fstv.php?id=fsgg
广东.佛山南海频道,http://php.jdshipin.com:8880/fstv.php?id=fsnh
广东.佛山高明频道,http://php.jdshipin.com:8880/fstv.php?id=fsgm
广东.佛山三水频道,http://php.jdshipin.com:8880/fstv.php?id=fsss
广西.广西新闻,http://116.9.204.242:9901/tsfile/live/10011.m3u8
广西.广西都市,http://116.9.204.242:9901/tsfile/live/10021.m3u8
广西.广西公共,http://116.9.204.242:9901/tsfile/live/10031.m3u8
广西.广西影视,http://116.9.204.242:9901/tsfile/live/01241.m3u8
广西.广西旅游,http://116.9.204.242:9901/tsfile/live/01251.m3u8
广西.广西综艺,http://13457610200.8866.org:2018/live/广西综艺高清/index.m3u8
广西.南宁新闻综合,http://hls.nntv.cn/nnlive/XWZH24.m3u8
广西.南宁新闻综合,http://www.lnlee.top:10000/udp/239.81.0.241:4056
广西.南宁公共,http://hls.nntv.cn/nnlive/GGPD24.m3u8
广西.南宁公共,http://www.lnlee.top:10000/udp/239.81.0.129:4056
广西.南宁文旅生活,https://hls.nntv.cn/nnlive/WLSH24.m3u8
广西.南宁文旅生活,http://www.lnlee.top:10000/udp/239.81.0.127:4056
广西.南宁影视娱乐,http://www.lnlee.top:10000/udp/239.81.0.128:4056
广西.贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
广西.桂林新闻综合,http://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
广西.来宾综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
广西.来宾新闻荟萃,http://zb.gxlbamc.com:1935/live/xwhc.stream/playlist.m3u8
四川.自贡综合,http://110.189.153.160:1001/zhpd.flv
四川.自贡文化生活,http://110.189.153.160:1002/ggpd.flv
四川.德阳新闻综合,http://scdytv.cn:1935/live/mxwpdlivevideo/playlist.m3u8
四川.德阳文旅科教,http://scdytv.cn:1935/live/mggpdlivevideo/playlist.m3u8
四川.德阳文旅科教,http://scdytv.cn:1935/live/mggpdlivevideo/playlist.m3u8?zsicd
四川.广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
四川.广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPDggpdzm.m3u8
四川.达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
四川.达州文化生活,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
四川.达州通川频道,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
四川.金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川.金川频道,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川.金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
四川.泸州科教生活,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
四川.泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
四川.凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
四川.青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd 
四川.甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
四川.营山频道,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
四川.叙州综合频道,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8
四川.叙州综合频道,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
四川.汶川频道,http://live.iwcmt.cn:90/live/zhxw.m3u8
四川.康定频道,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
四川.叙永频道,http://luzhi.xuyongrongmei.com:1935/live/definst/xyxw/playlist.m3u8
四川.什邡频道,http://live.sfrmt.com:85/live/zhpd.m3u8
四川.马尔康频道,http://live.zmmek.com:90/live/zhxw.m3u8
四川.松潘频道,http://live.spccmc.com:90/live/spxwzh.m3u8
重庆.垫江综合,http://play-sh.quklive.com/live/1672366847646284.m3u8
重庆.铜梁综合,http://183.64.174.171:40123/ch1.m3u8
重庆.璧山综合,http://222.179.42.129:8181/hls1.m3u8
重庆.璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
重庆.黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
重庆.科教,http://182.150.115.21:8030/pcgacg/pcgacg0.m3u8
重庆.科教,http://183.66.13.82:60033/tsfile/live/10031.m3u8
重庆.泸县综合频道,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
重庆.什邡新闻综合频道,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
重庆.利州综合频道,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
重庆.双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8?zsicd
重庆.长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
重庆.德阳新闻综合,http://scdytv.cn:1935/live/mxwpdlivevideo/playlist.m3u8
重庆.乡村文旅,http://live1.gatv.com.cn:85/live/GGPDggpdzm.m3u8
重庆.江津,http://222.179.155.21:1935/ch1.m3u8
重庆.潼南综合频道,http://183.230.184.51:65500/tntv1.m3u8
重庆.重庆新闻,http://183.66.13.82:60033/tsfile/live/00161.m3u8
重庆.重庆影视,http://183.66.13.82:60033/tsfile/live/00191.m3u8
重庆.文体娱乐,http://183.66.13.82:60033/tsfile/live/10001.m3u8
重庆.社会与法,http://183.66.13.82:60033/tsfile/live/10011.m3u8
重庆.新农村,http://183.66.13.82:60033/tsfile/live/10021.m3u8
重庆.巴南综合频道,http://live.cqbntv.com/bnmc/tv0709.m3u8
重庆.云阳综合频道,https://live.yunyangwang.com/live/dszb.m3u8
重庆.合川综合频道,http://125.62.24.72:8030/ch0.m3u8
重庆.渝北综合频道,http://222.178.228.154:8030/ch1-2.m3u8
贵州.黔南2,http://tvfile.qntv.net/nmip-media/channellive/channel109066/playlist.m3u8
贵州.安顺新闻综合,http://hplayer1.juyun.tv/camera/154379194.m3u8
贵州.安顺公共频道,http://hplayer1.juyun.tv/camera/154526164.m3u8
福建.海峡卫视,http://8.138.7.223/tv/fjtv.php?id=3   
福建.海峡卫视,http://live6.fjtv.net/haixiapd/hd/live.m3u8?upt=0a97d0681732214430  
福建.综合,http://8.138.7.223/tv/fjtv.php?id=4   
福建.综合,http://live2.fjtv.net/zhpd/hd/live.m3u8?upt=4c0ad7971732214500 
福建.公共,http://8.138.7.223/tv/fjtv.php?id=6  
福建.公共,http://live6.fjtv.net/ggxcpd/hd/live.m3u8?upt=2b1102711732214550 
福建.新闻,http://110.80.17.38:9901/tsfile/live/01221.m3u8      
福建.新闻,http://live2.fjtv.net/xwpd/hd/live.m3u8?upt=3b9100f81732214591
福建.旅游,http://110.80.17.38:9901/tsfile/live/01381.m3u8
福建.经济,http://8.138.7.223/tv/fjtv.php?id=9
福建.经济,http://live3.fjtv.net/jjpd/hd/live.m3u8?upt=b9dd33931732214846
福建.文体,http://8.138.7.223/tv/fjtv.php?id=10
福建.文体,http://live3.fjtv.net/typd/hd/live.m3u8?upt=6a18e8531732214920
福建.福建少儿,http://8.138.7.223/tv/fjtv.php?id=2
福建.福建少儿,http://live3.fjtv.net/child/hd/live.m3u8?upt=6d9898c71732214963
福建.厦门卫视,http://110.80.17.38:9901/tsfile/live/01281.m3u8
福建.福州新闻,https://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福建.福州生活,https://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福建.福州少儿,https://live.zohi.tv/video/s10001-fztv-4/index.m3u8
福建.云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8
福建.漳浦电视台,http://220.161.87.62:8090/hls/0/index.m3u8
